	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.08G165800.1.p	Caden.08G165800.1.p	C.dentata v1.1	3.42e-81	55	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	259	1	251	258.84	148	175	30	261	647
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044600.3	Qurub.09G044600.3	Q.rubra v2.1	4.96e-81	54	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	256	2	258	258.455	147	179	27	261	657
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044600.2	Qurub.09G044600.2	Q.rubra v2.1	6.24e-81	54	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	256	2	258	258.455	147	179	27	261	667
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044600.1	Qurub.09G044600.1	Q.rubra v2.1	7.54e-81	54	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	256	2	258	258.455	147	179	27	261	670
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.M225400.1	Qurub.M225400.1	Q.rubra v2.1	1.28e-80	58	264	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	254	1	256	256.914	152	185	18	261	624
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.09G211100.2.p	Caden.09G211100.2.p	C.dentata v1.1	3.71e-80	57	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	260	1	264	256.914	154	192	16	261	678
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.09G211100.1.p	Caden.09G211100.1.p	C.dentata v1.1	5.73e-80	57	270	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	260	1	264	256.529	154	192	16	261	687
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G056600.1.p	Caden.12G056600.1.p	C.dentata v1.1	8.04e-78	55	274	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	257	1	259	250.751	151	186	32	261	685
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.01G181700.1	Qurub.01G181700.1	Q.rubra v2.1	1.19e-77	54	268	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	254	1	250	249.595	145	175	32	261	652
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.07G005000.1	Qurub.07G005000.1	Q.rubra v2.1	1.72e-76	56	263	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	255	1	260	247.669	146	181	11	261	695
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.04G070900.1	Qurub.04G070900.1	Q.rubra v2.1	3.84e-74	54	280	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	259	1	270	241.121	150	187	31	261	678
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.M188500.1	Qurub.M188500.1	Q.rubra v2.1	1.68e-70	51	269	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	261	1	258	229.18	138	171	19	261	581
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G049200.1.p	Caden.12G049200.1.p	C.dentata v1.1	2.69e-69	48	279	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	254	1	273	228.794	134	173	31	261	710
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G047300.1.p	Caden.12G047300.1.p	C.dentata v1.1	3.18e-69	59	226	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	15	240	1	189	224.172	133	151	37	261	511
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G048800.1.p	Caden.12G048800.1.p	C.dentata v1.1	7.37e-68	54	219	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	31	243	4	208	221.476	119	155	20	261	541
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044100.1	Qurub.09G044100.1	Q.rubra v2.1	3.61e-64	52	256	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	11	254	3	248	214.542	134	171	22	261	678
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044100.2	Qurub.09G044100.2	Q.rubra v2.1	3.86e-64	52	256	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	11	254	3	248	214.542	134	171	22	261	675
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044300.1	Qurub.09G044300.1	Q.rubra v2.1	6.77e-58	48	261	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	259	1	222	190.274	125	148	41	261	347
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G048700.1.p	Caden.12G048700.1.p	C.dentata v1.1	5.75e-52	44	274	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	260	1	237	181.03	120	150	51	261	615
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G057000.1.p	Caden.12G057000.1.p	C.dentata v1.1	1.05e-50	46	226	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	31	254	4	178	176.407	104	129	53	261	544
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033400.1.p	Glyma.13G033400.1.p	G.max Wm82.a4.v1	2.25e-50	44	254	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	261	16	255	177.948	111	147	27	261	708
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.14G113200.3.p	Glyma.14G113200.3.p	G.max Wm82.a4.v1	1.59e-49	42	231	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	237	19	236	175.252	98	133	27	261	668
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G032900.3.p	Glyma.13G032900.3.p	G.max Wm82.a4.v1	1.02e-48	42	245	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	255	16	247	167.162	104	135	23	261	368
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G032600.2.p	Glyma.13G032600.2.p	G.max Wm82.a4.v1	1.78e-48	42	244	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	254	16	247	172.17	103	136	22	261	638
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G032600.1.p	Glyma.13G032600.1.p	G.max Wm82.a4.v1	2.78e-48	42	244	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	254	16	247	171.785	103	136	22	261	676
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.01G181700.2	Qurub.01G181700.2	Q.rubra v2.1	6.22e-48	41	258	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	1	254	1	188	169.859	107	140	74	261	590
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.015G018600.1.p	Potri.015G018600.1.p	P.trichocarpa v4.1	1.26e-47	44	230	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	12	233	14	225	169.859	101	136	26	261	647
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214100.5.p	Glyma.17G214100.5.p	G.max Wm82.a4.v1	1.74e-47	41	236	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	243	20	243	168.703	96	133	28	261	607
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214100.1.p	Glyma.17G214100.1.p	G.max Wm82.a4.v1	1.97e-47	41	236	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	243	20	243	169.088	96	133	28	261	624
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033000.1.p	Glyma.13G033000.1.p	G.max Wm82.a4.v1	5.59e-47	44	243	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	254	16	246	168.703	106	135	21	261	699
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033000.5.p	Glyma.13G033000.5.p	G.max Wm82.a4.v1	5.89e-47	44	243	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	254	16	246	168.318	106	135	21	261	691
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214400.4.p	Glyma.17G214400.4.p	G.max Wm82.a4.v1	8.41e-47	40	236	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	243	20	243	167.162	95	133	28	261	624
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214400.1.p	Glyma.17G214400.1.p	G.max Wm82.a4.v1	9.35e-47	40	236	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	243	20	243	167.548	95	133	28	261	644
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033500.2.p	Glyma.13G033500.2.p	G.max Wm82.a4.v1	1.95e-46	42	247	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	259	16	245	166.777	103	139	25	261	681
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214600.18.p	Glyma.17G214600.18.p	G.max Wm82.a4.v1	2.05e-46	40	237	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	244	20	244	166.392	95	132	28	261	628
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033500.1.p	Glyma.13G033500.1.p	G.max Wm82.a4.v1	2.12e-46	42	247	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	259	16	245	167.162	103	139	25	261	692
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214600.16.p	Glyma.17G214600.16.p	G.max Wm82.a4.v1	2.13e-46	40	237	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	244	20	244	166.392	95	132	28	261	636
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214600.15.p	Glyma.17G214600.15.p	G.max Wm82.a4.v1	2.36e-46	41	237	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	244	20	244	166.392	96	132	28	261	645
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214600.17.p	Glyma.17G214600.17.p	G.max Wm82.a4.v1	2.79e-46	40	238	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	244	20	245	166.007	95	132	29	261	629
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214600.14.p	Glyma.17G214600.14.p	G.max Wm82.a4.v1	3.30e-46	40	238	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	244	20	245	166.007	96	132	29	261	646
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214900.4.p	Glyma.17G214900.4.p	G.max Wm82.a4.v1	4.86e-45	40	230	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	237	20	237	162.54	93	130	28	261	620
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214900.1.p	Glyma.17G214900.1.p	G.max Wm82.a4.v1	6.10e-45	40	230	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	237	20	237	162.155	93	130	28	261	629
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214900.5.p	Glyma.17G214900.5.p	G.max Wm82.a4.v1	6.10e-45	40	230	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	237	20	237	162.155	93	130	28	261	629
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G117050.2.p	Potri.007G117050.2.p	P.trichocarpa v4.1	6.46e-44	39	276	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	257	18	287	160.229	108	159	38	261	724
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G117050.1.p	Potri.007G117050.1.p	P.trichocarpa v4.1	8.14e-44	39	276	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	257	18	287	160.229	108	159	38	261	759
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G033000.3.p	Glyma.13G033000.3.p	G.max Wm82.a4.v1	3.23e-43	43	235	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	254	16	220	157.918	100	125	31	261	673
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009100.2.p	Potri.017G009100.2.p	P.trichocarpa v4.1	5.99e-42	38	251	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	9	247	14	256	154.836	96	139	20	261	703
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G048600.3.p	Caden.12G048600.3.p	C.dentata v1.1	4.17e-40	70	125	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	136	260	1	119	147.902	87	102	6	261	525
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G048600.2.p	Caden.12G048600.2.p	C.dentata v1.1	5.46e-40	70	125	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	136	260	1	119	147.517	87	102	6	261	536
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009600.2.p	Potri.017G009600.2.p	P.trichocarpa v4.1	4.89e-39	39	238	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	235	18	243	146.747	93	138	28	261	710
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009600.3.p	Potri.017G009600.3.p	P.trichocarpa v4.1	4.99e-39	39	238	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	235	18	243	146.362	93	138	28	261	699
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009600.1.p	Potri.017G009600.1.p	P.trichocarpa v4.1	6.11e-39	39	238	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	235	18	243	146.362	93	138	28	261	728
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G125800.2.p	Potri.007G125800.2.p	P.trichocarpa v4.1	1.45e-38	43	241	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	18	257	18	240	144.821	103	133	19	261	637
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009400.2.p	Potri.017G009400.2.p	P.trichocarpa v4.1	3.36e-38	37	251	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	9	247	14	254	144.05	93	143	22	261	698
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G126100.1.p	Potri.007G126100.1.p	P.trichocarpa v4.1	3.91e-38	41	253	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	22	258	28	264	144.05	103	136	32	261	682
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.14G118800.1.p	Glyma.14G118800.1.p	G.max Wm82.a4.v1	5.43e-38	34	260	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	10	258	16	262	143.665	88	129	24	261	702
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G008800.2.p	Potri.017G008800.2.p	P.trichocarpa v4.1	9.39e-38	37	257	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	9	255	14	255	142.895	95	142	25	261	690
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G007900.1.p	Potri.017G007900.1.p	P.trichocarpa v4.1	2.04e-37	38	239	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	9	234	14	246	142.124	90	135	19	261	692
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G009500.1.p	Potri.017G009500.1.p	P.trichocarpa v4.1	3.79e-37	38	258	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	254	18	259	141.354	99	151	33	261	721
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.012G003301.1.p	Potri.012G003301.1.p	P.trichocarpa v4.1	3.89e-37	37	239	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	251	12	216	134.806	88	126	35	261	286
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G125000.1.p	Potri.007G125000.1.p	P.trichocarpa v4.1	5.93e-37	41	241	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	28	254	25	251	140.584	98	134	28	261	650
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G141450.1.p	Potri.007G141450.1.p	P.trichocarpa v4.1	9.46e-37	39	263	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	257	25	275	140.198	102	148	38	261	740
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G141450.2.p	Potri.007G141450.2.p	P.trichocarpa v4.1	1.07e-36	39	263	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	257	25	275	140.198	102	148	38	261	730
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G047700.1.p	Caden.12G047700.1.p	C.dentata v1.1	2.01e-36	66	121	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	74	192	14	119	135.191	80	88	17	261	377
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G125800.1.p	Potri.007G125800.1.p	P.trichocarpa v4.1	3.98e-36	39	274	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	18	257	18	275	138.272	106	136	50	261	672
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G141450.3.p	Potri.007G141450.3.p	P.trichocarpa v4.1	5.23e-36	40	253	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	247	25	265	138.272	100	144	38	261	717
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G141125.1.p	Potri.007G141125.1.p	P.trichocarpa v4.1	1.08e-35	37	268	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	14	260	18	281	137.117	99	148	25	261	739
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G069300.1.p	Glyma.19G069300.1.p	G.max Wm82.a4.v1	6.82e-35	33	260	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	13	255	22	268	134.806	86	129	30	261	709
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G100300.1.p	Glyma.02G100300.1.p	G.max Wm82.a4.v1	1.30e-33	32	261	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	8	254	15	266	131.339	83	133	23	261	715
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.12G049000.1.p	Caden.12G049000.1.p	C.dentata v1.1	4.31e-33	45	202	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	31	223	4	169	128.642	91	114	45	261	522
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G183400.3.p	Glyma.02G183400.3.p	G.max Wm82.a4.v1	1.05e-31	43	168	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	7	160	10	176	118.627	72	95	15	261	207
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.007G125450.1.p	Potri.007G125450.1.p	P.trichocarpa v4.1	6.79e-31	35	267	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	9	235	7	253	123.25	94	131	60	261	667
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.08G165900.1.p	Caden.08G165900.1.p	C.dentata v1.1	3.82e-29	51	125	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	139	261	1	117	117.472	64	84	10	261	512
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G214400.5.p	Glyma.17G214400.5.p	G.max Wm82.a4.v1	1.27e-28	55	110	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	24	132	20	128	115.931	60	74	2	261	511
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.07G005000.2	Qurub.07G005000.2	Q.rubra v2.1	2.15e-24	59	112	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	145	255	9	118	104.375	66	80	3	261	553
	phytozome-next.jgi.doe.gov/report/protein/Ptrichocarpa_v4_1/Potri.017G008600.3.p	Potri.017G008600.3.p	P.trichocarpa v4.1	1.34e-21	34	214	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	56	255	2	204	96.2857	72	115	25	261	626
	phytozome-next.jgi.doe.gov/report/protein/Cdentata_v1_1/Caden.11G009100.1.p	Caden.11G009100.1.p	C.dentata v1.1	2.58e-21	32	213	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	228	21	221	95.5153	69	101	17	261	652
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.04G260500.1	Qurub.04G260500.1	Q.rubra v2.1	2.80e-21	30	224	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	234	20	220	95.5153	68	101	33	261	643
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.09G044800.1	Qurub.09G044800.1	Q.rubra v2.1	1.56e-20	68	60	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	13	71	2	61	92.0485	41	46	1	261	364
	phytozome-next.jgi.doe.gov/report/protein/Qrubra_v2_1/Qurub.04G260300.1	Qurub.04G260300.1	Q.rubra v2.1	1.66e-19	32	225	+/+	augustus_masked-585_pilon-processed-gene-3.11-mRNA-1	21	228	20	225	90.5077	72	108	36	261	658
