query_id,subject_id,subject_id.oak_tanoak,pct_ident.tanoak_oak,len.tanoak_oak,E.tanoak_oak,nextE.tanoak_oak,E_diff.tanoak_oak,Score.tanoak_oak,pct_ident.oak_tanoak,len.oak_tanoak,E.oak_tanoak,nextE.oak_tanoak,E_diff.oak_tanoak,Score.oak_tanoak
augustus_masked-1014_pilon-processed-gene-13.17-mRNA-1,Qrob_P0633280.2,augustus_masked-1014_pilon-processed-gene-13.17-mRNA-1,90.058,171,1.07e-102,1.2e-36,-66.04979746836241,312,99.342,152,1.25e-102,2.09e-82,-20.223236273102998,311
augustus_masked-1014_pilon-processed-gene-13.7-mRNA-1,Qrob_P0633260.2,augustus_masked-1014_pilon-processed-gene-13.7-mRNA-1,98.755,241,1.6999999999999998e-177,7.58e-4,-173.64922028425377,486,98.755,241,2.1799999999999997e-177,6.15e-4,-173.45041862217082,486
augustus_masked-1014_pilon-processed-gene-14.16-mRNA-1,Qrob_P0231070.2,augustus_masked-1014_pilon-processed-gene-14.16-mRNA-1,95.556,135,2.4599999999999997e-89,1.59e-11,-77.81046201721708,263,95.556,135,2.89e-89,2.76e-74,-14.980011239308666,263
augustus_masked-1014_pilon-processed-gene-2.7-mRNA-1,Qrob_P0771790.2,augustus_masked-1014_pilon-processed-gene-2.7-mRNA-1,95.526,380,0,2.4999999999999997e-115,-Inf,738,95.526,380,0,7.529999999999998e-119,-Inf,738
augustus_masked-1014_pilon-processed-gene-5.5-mRNA-1,Qrob_P0685990.2,augustus_masked-1014_pilon-processed-gene-5.5-mRNA-1,84.293,191,2.9799999999999995e-112,2.5599999999999995e-55,-56.93402370123559,317,87.435,191,3.129999999999999e-119,2.43e-47,-71.89006193605186,335
augustus_masked-1014_pilon-processed-gene-9.0-mRNA-1,Qrob_P0664590.2,augustus_masked-1014_pilon-processed-gene-9.0-mRNA-1,96.774,465,0,3.5999999999999997e-37,-Inf,912,96.774,465,0,5.79e-34,-Inf,912
augustus_masked-1028_pilon-processed-gene-0.2-mRNA-1,Qrob_P0381080.2,augustus_masked-1028_pilon-processed-gene-0.2-mRNA-1,90.288,278,2.5999999999999997e-173,4.75e-37,-136.26172026165403,478,89.568,278,6.809999999999999e-168,1.2799999999999998e-35,-132.2740628577351,465
augustus_masked-1046_pilon-processed-gene-4.20-mRNA-1,Qrob_P0303270.2,augustus_masked-1046_pilon-processed-gene-4.20-mRNA-1,85.915,71,1.55e-33,4.02e-7,-26.41389435491418,119,85.915,71,7.280000000000001e-29,3.15e-7,-21.636179174476563,105
augustus_masked-1056_pilon-processed-gene-0.3-mRNA-1,Qrob_P0207660.2,augustus_masked-1056_pilon-processed-gene-0.3-mRNA-1,51.075,186,4.7100000000000005e-50,3.05e-31,-18.811278932217892,163,56.835,139,2.53e-44,1.55e-7,-36.787211176994475,148
augustus_masked-1061_pilon-processed-gene-0.0-mRNA-1,Qrob_P0266940.2,augustus_masked-1061_pilon-processed-gene-0.0-mRNA-1,90.162,803,0,6.03e-84,-Inf,1461,90.162,803,0,0,NA,1461
augustus_masked-106447_pilon-processed-gene-0.0-mRNA-1,Qrob_P0142610.2,augustus_masked-106447_pilon-processed-gene-0.0-mRNA-1,88.148,270,1.84e-178,3.3999999999999995e-148,-30.266661094032713,491,88.148,270,2.3499999999999997e-178,5.3599999999999996e-142,-36.35809692742103,491
augustus_masked-1072_pilon-processed-gene-1.12-mRNA-1,Qrob_P0732620.2,augustus_masked-1072_pilon-processed-gene-1.12-mRNA-1,95.413,327,0,1.78e-6,-Inf,560,95.413,327,0,3.17e-12,-Inf,544
augustus_masked-107224_pilon-processed-gene-0.1-mRNA-1,Qrob_P0486570.2,augustus_masked-107224_pilon-processed-gene-0.1-mRNA-1,80.696,316,4.939999999999999e-176,1.4999999999999997e-165,-10.482364310132027,492,80.696,316,4.639999999999999e-176,1.5199999999999996e-107,-68.51532560738988,492
augustus_masked-110740_pilon-processed-gene-0.1-mRNA-1,Qrob_P0215420.2,augustus_masked-110740_pilon-processed-gene-0.1-mRNA-1,90.335,269,1.0799999999999998e-162,3.2999999999999993e-157,-5.485090184390941,451,90.335,269,7.31e-147,6.419999999999999e-35,-111.943617651111,411
augustus_masked-126166_pilon-processed-gene-0.0-mRNA-1,Qrob_P0147090.2,augustus_masked-126166_pilon-processed-gene-0.0-mRNA-1,79.253,241,4.26e-139,8.15e-118,-21.28174800963724,394,79.253,241,3.93e-139,5.419999999999999e-130,-9.13960673616296,394
augustus_masked-128565_pilon-processed-gene-0.2-mRNA-1,Qrob_P0007930.2,augustus_masked-128565_pilon-processed-gene-0.2-mRNA-1,96.354,192,5.39e-138,1.82e-123,-14.52848262279835,382,96.354,192,6.92e-138,8.389999999999999e-118,-20.08365586637194,382
augustus_masked-128565_pilon-processed-gene-0.3-mRNA-1,Qrob_P0007920.2,augustus_masked-128565_pilon-processed-gene-0.3-mRNA-1,96.907,194,4.4e-141,3.0499999999999998e-89,-51.8408471628606,390,96.907,194,5.64e-141,2.71e-90,-50.681690186891075,390
augustus_masked-138730_pilon-processed-gene-0.0-mRNA-1,Qrob_P0447600.2,augustus_masked-138730_pilon-processed-gene-0.0-mRNA-1,89.928,278,0,1.63e-131,-Inf,510,89.928,278,0,1.8999999999999998e-133,-Inf,510
augustus_masked-144706_pilon-processed-gene-0.0-mRNA-1,Qrob_P0059300.2,augustus_masked-144706_pilon-processed-gene-0.0-mRNA-1,86.928,459,0,3.1199999999999993e-180,-Inf,802,86.928,459,0,3.5e-170,-Inf,802
augustus_masked-146901_pilon-processed-gene-0.0-mRNA-1,Qrob_P0479430.2,augustus_masked-146901_pilon-processed-gene-0.0-mRNA-1,97.333,150,1.1599999999999997e-107,2.26e-23,-84.28965044992047,303,97.333,150,1.5999999999999998e-107,2.3999999999999996e-107,-0.17609125905568135,303
augustus_masked-153420_pilon-processed-gene-0.0-mRNA-1,Qrob_P0161220.2,augustus_masked-153420_pilon-processed-gene-0.0-mRNA-1,96.182,812,0,2.99e-153,-Inf,1553,96.182,812,0,0,NA,1553
augustus_masked-154089_pilon-processed-gene-0.0-mRNA-1,Qrob_P0027070.2,augustus_masked-154089_pilon-processed-gene-0.0-mRNA-1,87.611,339,0,2.07e-137,-Inf,609,87.611,339,0,0,NA,608
augustus_masked-164028_pilon-processed-gene-0.0-mRNA-1,Qrob_P0033170.2,augustus_masked-164028_pilon-processed-gene-0.0-mRNA-1,89.868,227,2.61e-120,1.4899999999999999e-111,-8.756545761073994,340,88.987,227,3.89e-131,1.73e-113,-17.64809650180308,368
augustus_masked-165928_pilon-processed-gene-0.0-mRNA-1,Qrob_P0004420.2,augustus_masked-165928_pilon-processed-gene-0.0-mRNA-1,91.325,415,0,4.63e-75,-Inf,763,91.325,415,0,8.4e-120,-Inf,763
augustus_masked-167885_pilon-processed-gene-0.1-mRNA-1,Qrob_P0196940.2,augustus_masked-167885_pilon-processed-gene-0.1-mRNA-1,95.964,223,2.8099999999999997e-160,2.1399999999999998e-143,-16.881707453444108,441,95.964,223,3.6e-160,1.19e-142,-17.51924446062523,441
augustus_masked-177400_pilon-processed-gene-0.0-mRNA-1,Qrob_P0251510.2,augustus_masked-177400_pilon-processed-gene-0.0-mRNA-1,91.209,91,8.29e-44,9.73e-42,-2.069558309718076,142,91.209,91,1.1599999999999999e-42,4.65e-42,-0.6029949636630363,139
augustus_masked-182512_pilon-processed-gene-0.0-mRNA-1,Qrob_P0205320.2,augustus_masked-182512_pilon-processed-gene-0.0-mRNA-1,66.118,304,5.699999999999999e-133,5.98e-125,-8.02082632831592,381,66.118,304,1.0499999999999998e-130,1.2399999999999998e-115,-15.07223238609231,376
augustus_masked-195303_pilon-processed-gene-0.1-mRNA-1,Qrob_P0025470.2,augustus_masked-195303_pilon-processed-gene-0.1-mRNA-1,89.457,313,0,3.77e-149,-Inf,534,89.457,313,0,2.1499999999999998e-126,-Inf,535
augustus_masked-195304_pilon-processed-gene-0.4-mRNA-1,Qrob_P0025310.2,augustus_masked-195304_pilon-processed-gene-0.4-mRNA-1,85.113,309,0,3.82e-136,-Inf,523,85.113,309,0,2.34e-97,-Inf,522
augustus_masked-202815_pilon-processed-gene-0.0-mRNA-1,Qrob_P0061610.2,augustus_masked-202815_pilon-processed-gene-0.0-mRNA-1,84.653,202,8.08e-118,1.9099999999999997e-107,-10.373622006473141,333,84.653,202,1.21e-117,2.4399999999999994e-107,-10.30460445602229,333
augustus_masked-202820_pilon-processed-gene-0.0-mRNA-1,Qrob_P0507280.2,augustus_masked-202820_pilon-processed-gene-0.0-mRNA-1,94.624,279,0,6.209999999999999e-177,-Inf,521,94.624,279,0,1.5999999999999997e-175,-Inf,522
augustus_masked-212928_pilon-processed-gene-0.0-mRNA-1,Qrob_P0031450.2,augustus_masked-212928_pilon-processed-gene-0.0-mRNA-1,86.466,133,1.3800000000000002e-79,2.35e-74,-5.231188775870493,232,86.466,133,2.31e-79,1.45e-75,-3.7977560223428384,232
augustus_masked-214375_pilon-processed-gene-0.1-mRNA-1,Qrob_P0481070.2,augustus_masked-214375_pilon-processed-gene-0.1-mRNA-1,93.462,260,0,1.1799999999999999e-166,-Inf,499,93.462,260,0,2.44e-172,-Inf,499
augustus_masked-215_pilon-processed-gene-10.5-mRNA-1,Qrob_P0140130.2,augustus_masked-215_pilon-processed-gene-10.5-mRNA-1,80.645,186,1.11e-78,3.91e-21,-57.546853778609204,238,92.667,150,1.5500000000000002e-73,1.15e-17,-55.870366142183315,226
augustus_masked-215_pilon-processed-gene-12.2-mRNA-1,Qrob_P0364120.2,augustus_masked-215_pilon-processed-gene-12.2-mRNA-1,74.899,247,1.2299999999999998e-118,1.88e-56,-62.18425273782429,350,74.899,247,7.169999999999998e-119,7.05e-114,-4.992669961323585,350
augustus_masked-215_pilon-processed-gene-15.1-mRNA-1,Qrob_P0671360.2,augustus_masked-215_pilon-processed-gene-15.1-mRNA-1,96.584,322,0,1.4499999999999997e-176,-Inf,665,96.584,322,0,0,NA,665
augustus_masked-215_pilon-processed-gene-15.5-mRNA-1,Qrob_P0762520.2,augustus_masked-215_pilon-processed-gene-15.5-mRNA-1,96.839,348,0,8.649999999999999e-121,-Inf,706,96.839,348,0,2.5e-122,-Inf,706
augustus_masked-215_pilon-processed-gene-19.4-mRNA-1,Qrob_P0639340.2,augustus_masked-215_pilon-processed-gene-19.4-mRNA-1,74.038,312,2.4299999999999997e-110,6.57e-75,-35.431959095961474,322,75.641,312,1.13e-111,2.4200000000000002e-85,-26.33073692249701,325
augustus_masked-215_pilon-processed-gene-23.0-mRNA-1,Qrob_P0497710.2,augustus_masked-215_pilon-processed-gene-23.0-mRNA-1,96.203,316,0,2.52e-69,-Inf,617,96.203,316,0,5.86e-73,-Inf,617
augustus_masked-215_pilon-processed-gene-23.4-mRNA-1,Qrob_P0497680.2,augustus_masked-215_pilon-processed-gene-23.4-mRNA-1,84.788,401,0,6.65e-114,-Inf,690,84.788,401,0,1.3199999999999998e-145,-Inf,690
augustus_masked-215_pilon-processed-gene-25.9-mRNA-1,Qrob_P0497530.2,augustus_masked-215_pilon-processed-gene-25.9-mRNA-1,96.512,258,0,1.2099999999999998e-173,-Inf,518,96.512,258,0,NA,NA,518
augustus_masked-215_pilon-processed-gene-29.5-mRNA-1,Qrob_P0017060.2,augustus_masked-215_pilon-processed-gene-29.5-mRNA-1,87.593,943,0,3.04e-10,-Inf,1665,87.593,943,0,4.84e-8,-Inf,1665
augustus_masked-215_pilon-processed-gene-3.6-mRNA-1,Qrob_P0139540.2,augustus_masked-215_pilon-processed-gene-3.6-mRNA-1,94.286,175,1.5599999999999997e-121,1.94e-12,-109.09467713157576,339,94.286,175,2e-121,1.61e-12,-108.90579588036786,339
augustus_masked-215_pilon-processed-gene-31.5-mRNA-1,Qrob_P0466810.2,augustus_masked-215_pilon-processed-gene-31.5-mRNA-1,94.58,369,0,4.4800000000000004e-73,-Inf,726,94.58,369,0,0,NA,726
augustus_masked-215_pilon-processed-gene-34.6-mRNA-1,Qrob_P0077830.2,augustus_masked-215_pilon-processed-gene-34.6-mRNA-1,95.787,451,0,5.139999999999999e-164,-Inf,893,95.787,451,0,0,NA,893
augustus_masked-215_pilon-processed-gene-37.0-mRNA-1,Qrob_P0077940.2,augustus_masked-215_pilon-processed-gene-37.0-mRNA-1,98.655,223,9.029999999999998e-164,2.56e-44,-119.45255221499835,457,98.655,223,9.059999999999999e-164,2.8e-11,-152.4900298336654,457
augustus_masked-215_pilon-processed-gene-38.11-mRNA-1,Qrob_P0601330.2,augustus_masked-215_pilon-processed-gene-38.11-mRNA-1,97.581,124,3.04e-74,7.98e-35,-39.419129307741976,242,97.581,124,8.91e-75,NA,NA,242
augustus_masked-215_pilon-processed-gene-44.14-mRNA-1,Qrob_P0418820.2,augustus_masked-215_pilon-processed-gene-44.14-mRNA-1,91.536,638,0,1.12e-142,-Inf,1147,91.536,638,0,9.479999999999999e-124,-Inf,1145
augustus_masked-215_pilon-processed-gene-50.4-mRNA-1,Qrob_P0439010.2,augustus_masked-215_pilon-processed-gene-50.4-mRNA-1,98.806,335,0,1.05e-74,-Inf,679,98.806,335,0,6.77e-108,-Inf,679
augustus_masked-215_pilon-processed-gene-51.0-mRNA-1,Qrob_P0439020.2,augustus_masked-215_pilon-processed-gene-51.0-mRNA-1,97.887,899,0,2.9e-44,-Inf,1788,97.887,899,0,6.27e-11,-Inf,1788
augustus_masked-215_pilon-processed-gene-6.6-mRNA-1,Qrob_P0510460.2,augustus_masked-215_pilon-processed-gene-6.6-mRNA-1,81.773,406,0,2.3499999999999997e-173,-Inf,646,81.773,406,0,6.019999999999999e-163,-Inf,646
augustus_masked-215_pilon-processed-gene-7.0-mRNA-1,Qrob_P0510440.2,augustus_masked-215_pilon-processed-gene-7.0-mRNA-1,95.378,238,8.19e-172,3.1199999999999994e-130,-41.58087069225803,473,95.378,238,1.1699999999999999e-171,4.0999999999999997e-131,-40.54459799497357,473
augustus_masked-215_pilon-processed-gene-7.10-mRNA-1,Qrob_P0139860.2,augustus_masked-215_pilon-processed-gene-7.10-mRNA-1,95.695,302,0,6.270000000000001e-27,-Inf,582,95.695,302,0,2.47e-31,-Inf,582
augustus_masked-215_pilon-processed-gene-7.8-mRNA-1,Qrob_P0510420.2,augustus_masked-215_pilon-processed-gene-7.8-mRNA-1,99.286,560,0,3.2299999999999995e-101,-Inf,1110,99.286,560,0,1.1799999999999997e-101,-Inf,1110
augustus_masked-215_pilon-processed-gene-8.0-mRNA-1,Qrob_P0139870.2,augustus_masked-215_pilon-processed-gene-8.0-mRNA-1,98.122,213,4.4899999999999994e-160,7.17e-27,-133.20327281466447,440,98.122,213,5.759999999999999e-160,1.4500000000000002e-26,-133.40094551881177,440
augustus_masked-215_pilon-processed-gene-9.7-mRNA-1,Qrob_P0206700.2,augustus_masked-215_pilon-processed-gene-9.7-mRNA-1,64.865,111,2.16e-45,1.2399999999999998e-31,-13.758967934011302,143,64.865,111,3.64e-39,2.13e-34,-4.767278219789688,127
augustus_masked-216_pilon-processed-gene-13.1-mRNA-1,Qrob_P0343740.2,augustus_masked-216_pilon-processed-gene-13.1-mRNA-1,97.191,178,6.569999999999999e-128,1.4699999999999998e-37,-90.34975196518839,358,97.191,178,6.259999999999999e-128,5.46e-57,-70.94061830949431,358
augustus_masked-216_pilon-processed-gene-15.0-mRNA-1,Qrob_P0343710.2,augustus_masked-216_pilon-processed-gene-15.0-mRNA-1,79.665,418,0,1.7599999999999998e-46,-Inf,660,79.665,418,0,NA,NA,660
augustus_masked-216_pilon-processed-gene-17.3-mRNA-1,Qrob_P0343630.2,augustus_masked-216_pilon-processed-gene-17.3-mRNA-1,91.636,275,9.44e-137,5.9699999999999995e-112,-24.801002336831303,386,92.727,275,2.01e-134,3.85e-26,-108.28226467208802,380
augustus_masked-216_pilon-processed-gene-20.12-mRNA-1,Qrob_P0343490.2,augustus_masked-216_pilon-processed-gene-20.12-mRNA-1,92.986,442,0,2.07e-67,-Inf,803,92.986,442,0,1.01e-63,-Inf,803
augustus_masked-216_pilon-processed-gene-22.2-mRNA-1,Qrob_P0243930.2,augustus_masked-216_pilon-processed-gene-22.2-mRNA-1,99.107,112,7.2e-80,6.78e-63,-16.973897197435797,231,99.107,112,7.14e-80,1.39e-74,-5.2893165884779165,231
augustus_masked-216_pilon-processed-gene-32.7-mRNA-1,Qrob_P0566050.2,augustus_masked-216_pilon-processed-gene-32.7-mRNA-1,93.671,316,0,2.34e-25,-Inf,568,92.405,316,0,1.84e-25,-Inf,545
augustus_masked-216_pilon-processed-gene-34.5-mRNA-1,Qrob_P0676560.2,augustus_masked-216_pilon-processed-gene-34.5-mRNA-1,82.679,739,0,1.46e-142,-Inf,1224,82.679,739,0,2.56e-143,-Inf,1224
augustus_masked-216_pilon-processed-gene-35.0-mRNA-1,Qrob_P0676550.2,augustus_masked-216_pilon-processed-gene-35.0-mRNA-1,96.751,277,0,5.35e-66,-Inf,553,96.751,277,0,8.71e-49,-Inf,553
augustus_masked-216_pilon-processed-gene-41.16-mRNA-1,Qrob_P0483750.2,augustus_masked-216_pilon-processed-gene-41.16-mRNA-1,87.816,632,0,1.7e-127,-Inf,1116,87.816,632,0,2.53e-147,-Inf,1116
augustus_masked-216_pilon-processed-gene-44.0-mRNA-1,Qrob_P0642210.2,augustus_masked-216_pilon-processed-gene-44.0-mRNA-1,97.065,443,0,5.31e-125,-Inf,898,97.065,443,0,9.16e-142,-Inf,898
augustus_masked-216_pilon-processed-gene-46.1-mRNA-1,Qrob_P0615940.2,augustus_masked-216_pilon-processed-gene-46.1-mRNA-1,98.883,179,1.2199999999999998e-125,2.3799999999999997e-54,-71.29021712638176,350,98.883,179,1.68e-125,6.01e-62,-63.553565190276885,350
augustus_masked-216_pilon-processed-gene-46.2-mRNA-1,Qrob_P0243050.2,augustus_masked-216_pilon-processed-gene-46.2-mRNA-1,98.913,92,5.06e-63,2.8499999999999995e-31,-31.750694343168714,186,98.913,92,9.41e-63,4.509999999999999e-56,-6.6805869184507,186
augustus_masked-216_pilon-processed-gene-47.5-mRNA-1,Qrob_P0309160.2,augustus_masked-216_pilon-processed-gene-47.5-mRNA-1,98.457,648,0,1.3799999999999998e-144,-Inf,1335,98.457,648,0,2.49e-147,-Inf,1335
augustus_masked-216_pilon-processed-gene-47.6-mRNA-1,Qrob_P0309150.2,augustus_masked-216_pilon-processed-gene-47.6-mRNA-1,99.62,263,0,2.8799999999999997e-32,-Inf,526,99.62,263,0,2.72e-17,-Inf,526
augustus_masked-216_pilon-processed-gene-48.4-mRNA-1,Qrob_P0135090.2,augustus_masked-216_pilon-processed-gene-48.4-mRNA-1,98.294,293,0,2.86e-108,-Inf,607,98.294,293,0,0,NA,607
augustus_masked-216_pilon-processed-gene-5.1-mRNA-1,Qrob_P0536290.2,augustus_masked-216_pilon-processed-gene-5.1-mRNA-1,95.922,613,0,1.8499999999999996e-176,-Inf,1181,95.922,613,0,3.66e-170,-Inf,1181
augustus_masked-216_pilon-processed-gene-5.6-mRNA-1,Qrob_P0536280.2,augustus_masked-216_pilon-processed-gene-5.6-mRNA-1,97.351,151,4.75e-106,7.78e-8,-98.21428598736483,298,97.351,151,6.109999999999999e-106,1.18e-7,-98.28584079706357,298
augustus_masked-216_pilon-processed-gene-52.3-mRNA-1,Qrob_P0763320.2,augustus_masked-216_pilon-processed-gene-52.3-mRNA-1,98.947,190,9.399999999999999e-140,1.67e-9,-130.2495886175479,387,98.947,190,1.21e-139,5.21e-25,-114.63405235298306,387
augustus_masked-229649_pilon-processed-gene-0.0-mRNA-1,Qrob_P0393590.2,augustus_masked-229649_pilon-processed-gene-0.0-mRNA-1,96.885,321,0,2.11e-136,-Inf,628,96.885,321,0,3.02e-163,-Inf,628
augustus_masked-237559_pilon-processed-gene-0.2-mRNA-1,Qrob_P0615880.2,augustus_masked-237559_pilon-processed-gene-0.2-mRNA-1,98.208,279,0,9.329999999999999e-61,-Inf,560,98.208,279,0,4.27e-67,-Inf,560
augustus_masked-237559_pilon-processed-gene-0.3-mRNA-1,Qrob_P0477360.2,augustus_masked-237559_pilon-processed-gene-0.3-mRNA-1,96.296,54,6.389999999999999e-32,3.7e-27,-4.762700865908595,107,96.296,54,5.979999999999999e-32,8.939999999999999e-30,-2.1746363348075057,107
augustus_masked-237567_pilon-processed-gene-0.4-mRNA-1,Qrob_P0137690.2,augustus_masked-237567_pilon-processed-gene-0.4-mRNA-1,97.879,330,0,2.1799999999999997e-99,-Inf,680,97.879,330,0,4.09e-99,-Inf,680
augustus_masked-238696_pilon-processed-gene-0.0-mRNA-1,Qrob_P0102780.2,augustus_masked-238696_pilon-processed-gene-0.0-mRNA-1,96.622,148,1.15e-104,4.09e-19,-85.55102546765373,296,96.622,148,1.9299999999999997e-104,1.05e-24,-79.73563199006216,296
augustus_masked-238811_pilon-processed-gene-0.0-mRNA-1,Qrob_P0641790.2,augustus_masked-238811_pilon-processed-gene-0.0-mRNA-1,85.714,210,2.26e-131,8.739999999999999e-82,-49.58740299348699,374,85.714,210,3.76e-131,1.6000000000000002e-79,-51.62893213772827,374
augustus_masked-238920_pilon-processed-gene-0.0-mRNA-1,Qrob_P0207310.2,augustus_masked-238920_pilon-processed-gene-0.0-mRNA-1,97.5,160,4.35e-117,4.49e-112,-5.013757084048677,327,97.5,160,5.59e-117,5.59e-117,0,327
augustus_masked-239101_pilon-processed-gene-0.1-mRNA-1,Qrob_P0495650.2,augustus_masked-239101_pilon-processed-gene-0.1-mRNA-1,53.846,65,1.69e-13,6.77e-6,-7.60270196407147,62,58.333,60,4.64e-13,1.33e-6,-6.457333660412205,61.2
augustus_masked-239109_pilon-processed-gene-0.0-mRNA-1,Qrob_P0633140.2,augustus_masked-239109_pilon-processed-gene-0.0-mRNA-1,95.833,168,6.6399999999999995e-121,8.84e-66,-55.12428418564507,337,95.833,168,8.54e-121,4.419999999999999e-115,-5.713964398660096,337
augustus_masked-239243_pilon-processed-gene-0.0-mRNA-1,Qrob_P0422610.2,augustus_masked-239243_pilon-processed-gene-0.0-mRNA-1,97.375,419,0,1.24e-19,-Inf,843,97.375,419,0,1.1300000000000001e-29,-Inf,843
augustus_masked-239389_pilon-processed-gene-0.0-mRNA-1,Qrob_P0425460.2,augustus_masked-239389_pilon-processed-gene-0.0-mRNA-1,71.831,71,2.08e-31,5.15e-23,-8.39374389407843,110,71.831,71,5.41e-31,1.48e-22,-8.43706445028839,110
augustus_masked-239402_pilon-processed-gene-0.2-mRNA-1,Qrob_P0534460.2,augustus_masked-239402_pilon-processed-gene-0.2-mRNA-1,79.856,278,6.019999999999999e-153,5.19e-17,-135.93557086659064,434,79.856,278,1.0999999999999997e-152,1.01e-61,-90.96292868862442,434
augustus_masked-241628_pilon-processed-gene-0.0-mRNA-1,Qrob_P0372610.2,augustus_masked-241628_pilon-processed-gene-0.0-mRNA-1,97.222,108,3.33e-76,9.47e-16,-60.453905745496954,221,97.222,108,5.55e-76,5.319999999999999e-72,-3.9816186491723755,221
augustus_masked-242577_pilon-processed-gene-0.0-mRNA-1,Qrob_P0227860.2,augustus_masked-242577_pilon-processed-gene-0.0-mRNA-1,97.805,410,0,1.06e-32,-Inf,822,97.805,410,0,2.6099999999999996e-32,-Inf,822
augustus_masked-243728_pilon-processed-gene-0.1-mRNA-1,Qrob_P0198020.2,augustus_masked-243728_pilon-processed-gene-0.1-mRNA-1,81.176,170,5.72e-92,2.67e-83,-8.669115232571556,263,81.176,170,8.67e-92,1.69e-53,-38.28986760713746,263
augustus_masked-246968_pilon-processed-gene-0.1-mRNA-1,Qrob_P0180980.2,augustus_masked-246968_pilon-processed-gene-0.1-mRNA-1,71.39,367,5.329999999999999e-168,4.4e-113,-54.91672546745963,512,71.39,367,1.47e-167,1.92e-141,-26.115983893955388,513
